ID,experience,Q1,Q2,Q3,Q4,Q5,age,gender,region,familyhouse
148,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,20,1 : 男性,5 : 近畿地方,0
149,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
150,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
151,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
152,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
153,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
154,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,0
155,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
156,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,0
157,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,7 : 四国地方,0
158,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
159,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
160,2 : 過去半年から１年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,2 : 女性,3 : 関東地方,1
161,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,20,1 : 男性,8 : 九州地方(沖縄含む),0
162,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
163,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
164,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,2 : 女性,2 : 東北地方,0
165,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
166,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,3 : 関東地方,1
167,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
168,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,8 : 九州地方(沖縄含む),0
169,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
170,2 : 過去半年から１年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
171,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
172,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,9 : 海外,1
173,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,9 : 海外,1
174,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
175,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,4 : 中部地方,0
176,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
177,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,0
178,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
179,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,20,2 : 女性,3 : 関東地方,1
180,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
181,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
182,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
183,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
184,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
185,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
186,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,2 : 女性,7 : 四国地方,0
187,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,9 : 海外,1
188,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
189,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,2 : 女性,3 : 関東地方,1
190,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,1 : 北海道地方,0
191,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
192,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
193,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
194,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,9 : 海外,0
195,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
196,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,5 : 近畿地方,1
197,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
198,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
199,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
200,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,2 : 東北地方,1
201,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,0
202,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
203,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
204,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,6 : 中国地方,0
205,2 : 過去半年から１年以内,3 : どちらも買わない,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
206,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
207,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,0
208,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
209,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
210,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
211,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
212,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,8 : 九州地方(沖縄含む),0
213,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,6 : 中国地方,0
214,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
215,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
216,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,6 : 中国地方,0
217,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
218,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
219,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
220,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
221,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
222,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,0
223,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
224,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
225,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,4 : 中部地方,0
226,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
227,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
228,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
229,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
230,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,8 : 九州地方(沖縄含む),0
231,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,3 : 関東地方,1
232,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
233,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,6 : 中国地方,0
234,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,5 : 近畿地方,1
235,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,2 : 女性,3 : 関東地方,1
236,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,2 : 女性,3 : 関東地方,1
237,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,5 : 近畿地方,0
238,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,4 : 中部地方,0
239,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,2 : 女性,2 : 東北地方,0
240,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
241,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,9 : 海外,0
242,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,23,2 : 女性,9 : 海外,0
243,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
244,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
245,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,2 : 東北地方,0
246,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,23,1 : 男性,9 : 海外,0
