ID,experience,Q1,Q2,Q3,Q4,Q5,age,gender,region,familyhouse
149,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
150,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
151,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
152,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
153,2 : 過去半年から１年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
154,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,9 : 海外,1
155,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,2 : 女性,6 : 中国地方,0
156,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,0
157,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
158,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,3 : 関東地方,1
159,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,9 : 海外,1
160,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,3 : 関東地方,1
161,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
162,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
163,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
164,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,3 : 関東地方,1
165,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
166,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
167,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
168,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
169,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,0
170,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
171,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
172,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
173,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
174,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,20,2 : 女性,2 : 東北地方,0
175,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
176,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
177,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
178,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,7 : 四国地方,0
179,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
180,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,1 : 北海道地方,0
181,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
182,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,8 : 九州地方(沖縄含む),0
183,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
184,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
185,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
186,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
187,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
188,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
189,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
190,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
191,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
192,2 : 過去半年から１年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
193,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,4 : 中部地方,0
194,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,2 : 女性,3 : 関東地方,1
195,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,21,3 : 回答したくない,3 : 関東地方,1
196,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,4 : 中部地方,0
197,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
198,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,7 : 四国地方,0
199,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
200,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
201,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
202,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
203,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
204,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
205,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
206,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
207,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,4 : 中部地方,0
208,2 : 過去半年から１年以内,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
209,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
210,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
211,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,5 : 近畿地方,0
212,4 : 食べたことがない,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,5 : 近畿地方,1
213,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
214,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,0
215,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,5 : 近畿地方,0
216,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
217,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,2 : 女性,3 : 関東地方,1
218,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
219,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
220,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
221,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
222,4 : 食べたことがない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,1 : 北海道地方,0
223,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
224,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
225,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
226,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
227,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
228,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
229,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
230,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
231,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
232,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,24,2 : 女性,9 : 海外,0
233,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
234,2 : 過去半年から１年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
235,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,9 : 海外,1
236,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
237,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,3 : 関東地方,0
238,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,19,2 : 女性,3 : 関東地方,1
239,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
240,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,0
241,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,9 : 海外,1
242,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,4 : 中部地方,0
243,2 : 過去半年から１年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
